Sentiment,SentimentText
1,    Feeling strangely fine. Now I'm gonna go listen to some Semisonic to celebrate
1,  wide awake   NOT!!!
0,   no shopping   
0,   bed time now....
1, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
0," @Tellman says, &quot;Crush the Commies&quot; = sad. My grandfather, RIP, was a Commie @Tellman"
1,' @crewislife  you want to start the morning later; in New York we can do that  (Californians have it even better)
0,"  told not to drink w/my Rx so just gave all the b.b. porter &amp; obs. stout that I brought home from OR to my neighbors.  v, v, sad."
1, Bas one last time 2 update my status 
1, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. 
1," @adamisacson My first day off in 3 weeks, and my child got up before 7:00. So watch for me on &quot;Nancy Grac.. http://tr.im/khKW"
0,    i miss my summertime daley.
0, @HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path
1,-- . You aint gotta apologize. I know I'm not ugly. 
0, ...?                   ..frustrated?
0, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops
0, 1 dinger in and I so regret popping that pill...
1,  hmm what to do!
0," 2nd item did not arrive, am still waiting for it to show in my aramex web page."
1,  @ginaaa &lt;3 GO TO THE SHOW TONIGHT
0, down to 3k in chips.
1,"-- . Aiqht Goodniqht . Tri, Neena, Malcolm, Chaise , JLew, ATL &lt;333 Love Much . "
0, depressing day ? http://blip.fm/~6tfp6
0," : Let's have fun,. When I give ya what I give ya."
0,"    awhhe man.... I'm completely useless rt now. Funny, all I can do is twitter. http://myloc.me/27HX"
1,  Good morning all! Have a great day!!!
0,"  and the entertainment is over, someone complained properly..   @rupturerapture experimental you say? he should experiment with a melody"
0," @tweetdeck lost my groups, and thats not a good thing with 23k followers "
0, feelin very pessimistic ):
1,  having a luvly day http://tinyurl.com/ckbmkc
0, @richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously
1,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
0,  (unsure)  (hassle)  (:  (music) http://plurk.com/p/yq08l
0, .... Dream beautiful.
1, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl
1," @masareus&quot; @dhempe congrats bhai, but like the oldies in &gt; used to say - arre bhai kuch kam ka http://tr.im/ox5G"
0,   can't be bothered. i wish i could spend the rest of my life just sat here and going to gigs. seriously.
1," @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin, Mexican liqueur, seemed an apt name."
0,  I miss my family and friends.
0, @PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo
0,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!
1, @mimbles @WParenthetical
0,   times by like a million
0,- @TendaiJoe well none of us are getting out of here alive but we would like to stay a while.I wish people would stop killing each other 
0,   I hate you forever.
0," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
0, @therealglambert sorry...got carried away with gossip  on another note: Pass on a Hippo Birdie &amp; a big koala hug to KRIS for me! xoxo K
0, definately just missed my train. smh. fuck!
1, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz
0," damn gettin it from someone right now, damn i guess im not sleeping tonite with these texts.. "
0,"- @Darcy_Lussier @lkrammes I went to work once last year with no pants. Ironically, that was my last day of work at that job. FML "
0, didn't get much sleep again cos of the flippin neighbours! Grr time to work again! 
0, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...
0,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
1, @ThisChicsFlava: @DaPrbmChild lmao&lt;3
1," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics"
0, &quot;It's raining again&quot; (c) Supertramp
0," @thesmartmama I have no office. I know this is hard to believe, but people don't want to employ me."
0, ... Rained out truck race
0,' dont worry about the for amigos!! there still hangin in there'   &lt;//3  
0, *BeautifulyLost
0," but not HIM! He's just a brown nose, telling her she's super-duper beautyful and then he just said a day before: sorry someone died!"
0, frank iero should be the sexiest vegetarian 2009.
1, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes
0,  Thanks for your definition of throwbie!  Editors reviewed your entry and have decided to not publish it.
1, @MelodyChase
1, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke
1,  pleased
0,  but i understand.
1,"-  awake, and ready for the day "
1," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6"
1, -as simple as it gets.
0, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?
0," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!"
0,  very much so 
0,  but i'm proud.
0, (via @designrelated) are designed gallery exhibition postcards/mailers going extinct? via NYT http://ow.ly/fHJc
1,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish 
0, female model tortured by prince http://tinyurl.com/mbmanohara
1, @Hijack_King7 I hope u have cheeSe burgerS 4 @Snubbmatic LMBO
1, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )
0, damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!
1, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7
1,      handed in my uniform today . i miss you already
0," can't get motivated, it might b the sunday crying club for me!!"
0,"   SOX!     Floyd was great, but relievers need a scolding!"
0,  my aunties dog is getting put down  hes my dogs brother aswell 
1, &lt;*~Free!~*&gt;
0,   @Beansummer
1,    SO FAR SO GOOD!
0,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 "
0, #p1wimax no signal detected here at the gardens
0, being afraid of food is an eating disorder right?
0, ;( noooo! why? things are so complicated if I spelt thy wrong idc
1, @ksymmonds THANKYOU 
0,"   I want to display my pretty voltron!  Upside, I get two pretty voltrons!"
1, Back to basics 
1,    !BYE EVERYONE!   
0,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!
0, (unsure) (annoyed) http://plurk.com/p/1230lz
0, Boo to that 
0,  water works are gonna start
0,- @Kerry350 would love to meet up with yourself and @angeloys but I've made plans already  we'll get another opportunity again soon!
0,  RIP Charles J ...the world is with one less fine fellow
1, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq
0, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/
0, &quot;Try to turn on my tv to get you out of my head. I've got this feeling inside that I just won't admit...&quot; (that is literally how I feel)
1, &quot;The truth is hiding in your eyes&quot; @patita @MissMarian  Paramore ï¿½ Decode @Daninho502  ? http://blip.fm/~5ytke
0, ..... Im givin myself 5 minutes to turn that frown upside down
1, Explore twitter
1, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI
1," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek."
0,    Bye World!!!!!!
0, AFI are not at reading til sunday this sucks !!!!!!!!!
0,   This magazine story just broke my heart at the dentist's office today:  http://tinyurl.com/ngbq2c
1, @CharlottegC I just saw ur mum
0,  where is my picture i feel naked 
0, did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
0,"- back from cali , missing itttttt "
1, &quot;I know you hungry so lets go outside on the balcony so you can eat&quot;....
0, @Spiral_galaxy @YMPtweet i mean we have the best religion the only thing that we have to do is to follow it the right way
0,- @Em91 Edinburgh fringe is only 10 weeks away?! I need monies  Btw I'm Elliott from @angryfeet - blame @howlieT for the Twitter intrusion
0,- back pain 
1,   thrilled about being at work this morning   
0,     I'll get on it right away!
0, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
0,"  Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!"
0, @alvinkschneider what happened to angels and demons and lions and tigers and bears!?
0, @HaterMagazine: @damienrandle it is now the outer fat kid.
0,  I see I missed the nectar sucking dirty talk ;)
0,     ....    My mood is currently BLAH . Sitting in a parking lot
0,  alice is beating be at my scooby doo board game!
0, F%$&amp;ing Red Wings!
0, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!
1, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv
0, cramps. Drugs--good.
1," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf"
0, - You: hi Stranger: HELLO I AM FRANK LAMPARD HOW ARE YOU You: fine You: and urself Stranger: i am gay Your... http://tumblr.com/xaj24dkly
1,  two more days.
0, 3 hrs on da phone...lol dude is hilarious
1," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!"
0, @lisad stopped talking to me. I should stalk her. ^^
0, @ JFK International Airport http://loopt.us/PPYZTQ.t
0, dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won't hate on ur ass.
0, @kvetchingeditor's kashrut convo makes me want to keep more kosher but my roomies catholic &amp; he has a pork loin in the fridge #kosherFAIL
0," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy"
0, eating my last wizz fizz
1," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra"
0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
0, ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!
0, being told im beautiful doesnt make my tummy better
1, @DJWiLLGATES
0,"- @iamfauxpas All gigs this weekend have been cancelled, so it may be temporary or shut for good. Still trying to find out. BOO. "
1, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0
0, @WeeLaura Guardian UK: 12 students reported killed in crackdown after violent clashes in #Iran http://bit.ly/wHLBv
0,  forgot my lunch at home
0,"   kinda but not really, but kinda "
1,-- chilling with my niggahz Haley and Dylan 
0,  I'm glad diversity got through...but what about stavros!  
0, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
1,"  Thanks, I need all the help i can get."
0, :S this tweetdeck is killing me hate it 
1,- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge 
0, dont know whats wrong with me
1, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva
0, *wishes she was at summer jam*
0,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years
0, 2 days I haven't tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type
0, damn u still haven't been to sleep? and just look them up...i think it was Royalty Beats and City Council
0, @Oneshine What are u referring to?
1, big ass kool-aid smile on my face from talkin to my boo...
0, .. why the jonas are bad with us !! come to paraguay
0,   I just lost a member of my family 
1,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now 
0," a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite"
1,- @MelbourneVixens Awesome 4th quarter ladies! Great game 
1,-- . =D There's my BOO.  *Blushes*
1,   @PERFEKTnCHANCE (Chance) is Boo #29
1,   haha omg. stayin steezy &amp; mowin the lawn... loviie still here &amp;&amp; goiing tanning soon.
0, @belllareow has disappeared again 
1,  such a nice day
1,  third date went well....moving on to fourth!!!!!!
0,  #squarespace #trackle  no apple iphone card for us  maybe tomorrow! I guess it helps if you tweet it huh?  We forgot 
0,   i missed it
0, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace
0, @lorinimus hates Bebot App
1, @rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle
1," Can't wait for the weekend, BMTH on Saturday!"
0, all I want is my ma in my arms  that's all I want is you in my arms
0,     what the fucccckkkkkkkkkk
0,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. â™¥
0,  UVA baseball...   Come on boys you can do it
0, fone off....cant talk 2 my love....imu marcus!!!!!
0, everyones dying or bordeirlne on SVU 
1,- @PinkElephant73 So pretty much you look like a candy floss machine today 
0,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3"
0," Didn't get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan, WOOTS!"
0, can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!
0,  why me?
0, Dan won't have off for my birthday.
0,  The hotel doesn't know where it is either... that was my favorite! How poopie is that.
1, @ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.
1, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]
1, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)
1,  I'm really going to bed now...
0,        my head feels like a bowling ball
1,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking "
0, .. i wantt hiim soo badd !!
1, - Iowa No. 2 in happy! Yea!
0,   Really Dont Like Doing my Room Its So Boring  Sick Of Doing My Wardrobe Out Cant Waiit Till I Have My Walk In One  Yay
0,  shakes head
1, : Beach day with Scoobs. =( : Still no phone.
0, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs )
1, @krystynchong that's a lovely compliment. thx much! 
1," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3"
0," darn you city, I just want to leave!"
0, Feels bad for Cali... poor thing.
1," ;) Butterfly Day (Jun 19, 2009) #Holiday"
0,  mi momacita won't let me go to my bf's bball game!!! grrr!!!
0,  when will RB2 get an australian release date???
0,            Miss my love Jamie
0, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM
1, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8
0, :'( where ius that one person that can make me smile 
1,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
0,  so bored
0, @joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo)
1, @hidingesther @linininiooh are my future rooooooooomies! NYC holleR
0, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
1, breakfast with family
1, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
0,- @jonswerens I can't get excited about Conan. 
1, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_
1, @kcome ?????????????????????????????????? ????????????1000 Followers???????????? http://tr.im/mWKn
0,         i think mi bf is cheating on me!!!       T_T
1, @latuacatante17 youu welcomee
0,"  well, I guess I knew it was going to break sometime..."
0, Exams.....help !
0, bad night for the pens
1,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!
1,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com"
0, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.
0, .........not really a good night guys ! buu huu
0,"  no hang out with the girls 2day. 2moro, hope so......"
0, Can I join you?  {*_*}  KarenWild
1, ...that is all
1, --&gt; that was then. ='( --&gt; this is NOW.
0, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
0,  Another expensive weekend trip to the vet.
0, - All Time Low shall be my motivation for the rest of the week.
0,  -- Meet your Meat http://bit.ly/15SSCI
0, @MIZZWALKER which one???
0, dads got to turn the power off  caio
0, @georgediaz #Magic ..thinking less than 50 % chance Hedo stays in Orlando. He's gonna go for the $$. They all do. Can't blame him though.
0, #squarespace brighten my bad day! i never win anything...
0,"   Feeeling like shit right now. I really want to sleep, but nooo I have 3 hours of dancing and an art assignment to finish. "
1, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer
1,' @minghao Maybe you can pop @StarHubCares a tweet. They are quite active on twitter. 
0, and i was just starting to get confident in myself! you have torn me down!
1," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
1,   I want to write a song. I think I will.
1,       ish in a good mood .....tlk to me
0,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! "
0, . Sunday is over.
0, @va_songstress broke my twitter..
0, at work ! Fuck !
0, - ?oVe&lt;33
1, &lt;3 goooood timessss
1,  I bend backwards  
0, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
1, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
1,  yeah me too. Its been awful weather here for the last week so that stinks. Kristis comin down and moe said mmmaybe he take us for  ...
1, ~ LVATT IS COMMING!!! ~
0," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm"
0,"-- dad came back &amp;asked us to go to anyer till thu! While him, gonna go back &amp;forth from banten to anyer, for us. Poor him "
0, @tahninial just called me a cheeseburglar. He made me sad
1,  I hate allergies. Should I get my hair cut tomorrow? I'm taking a public poll...
0," can't sleep, so damn miserable! I'm sooooo itchy please help, I can't sleep, I'm going to cry! :'("
0,     ok thats it you win.
0," . . . . going back to bed, because I'm lookin' around and don't see a reason to be awake atm. Be up in a little."
0,  &amp;&amp;Fightiin Wiit The Babes...
0, another early day
1,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. 
1, @chloelunn and @meganmcdowell GET YOUR FAT ASSES ON HERE. NAI.
0, @isak is mad at me. #fail
0, @katiedontcry should get on aim and talk to me. i miss her.
0, boring nite...damn I guess I better get use to this
1,  boom boom pow
1," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)"
0,"       Orlando Lost  The Series. Oh Well, Maybe Phoenix, Or Boston, Or Cleveland (The Teams I Like) Will Make It Next Year!"
0," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62."
0, .... now only have one roommate....
0, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.
1,     loves life atm!   its brilliant XD
0,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  
0,"    fuck, fuck, fuuuuck!"
0, ...still in the office... 
1,- about to swim 
0," - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0"
0," fuck you, :]"
0, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything 
1, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)
1,   lol all these #robotpickuplines are hilarious 
0, @Glamicole ..now who wud make this beautiful plc cry?
0, ... had weird encounters with so many homeless/creeps on the walk home tonight all by myself   awesome... really...
1,  Thank you.    @Kyauphie
0, / I feel so ... ... Left out
1,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. "
0," @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day."
0," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
1," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )"
0,"- @littlecharva - you'll be pleased to know I did not have a nice night's sleep, even in a comfy bed ;) even a sleeping bag would be same "
0,  really wanted Safina to pull out a win &amp; to lose like that...
1, #andyhurleyday
1, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
0,                   I missed the New Moon trailer...
0, Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd
0, 2 hear about jon n kate...couples should steer clear of those reality shows! just say no!
0,  Today is not a good day. But I guess laying around the house in your undies isn't so bad.
0,"  I will send sunshine to Northern Ireland, are you going swimming today @kezbat"
0," @hellopnsdear se MORREA a mi Joseph, no no se vale."
0,   No Sat off...Need to work 6 days a week 
1, @MICHAEL_CASTRO is not at 902  thanks!
0,  feeling hopeless and useless.
1,"  found a new way to text him, yey!"
0,  my head is killing meee
0,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
0,  Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.
1,      thanks for being the bestttttttttttttttttttt J-dawg
0, @MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better
0," !my grandma just told me she thinks I'm stupid. Well, hey thanks, G."
1,     praise God for this beautiful day!!!     
0,- @minxlj hope you get better soon 
0,          FUCK YOU!
0,     jb isnt showing in australia any more!
0,   hoping to see my baby girl
0, AWW I GOTA DO HOMEWORK
1, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
0,   rain rain go away!
0, ....in a shirt and panties. celulite
0, dammit... No more sleep for me.. And on my day off to.. :-/
0, Four more fake people added me. Is this why people don't like Twitter?
1,  xD go day!!!
1, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)
0," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
0," 1 month of bed by 1:30AM, already failing as you can see"
0,  but chilli prawns will make the pain better...
1, Content.&quot;made a pac lets see how long it last&quot;
0,        my heart hurts badly...
1, #ASOT400
0," @electrograffiti I know but I'll miss having someone to bitch about Brussels trams, metro, bad customer service, lack of quorn.. etc."
0,"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)"
0, ..i forgot to bring my new sharpie pens to school today..booo!
1, @copicmarker&quot; facebook.com/copic.marker if you're cool. Or if you're not cool. Maybe I'll send some cool .. http://tr.im/oyT7
1," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
1,"-- @anyamanda said I tweets less these days so, hi! "
1, All the small things...
0, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.
0,  General Motors sold hummer :S :S
1,  Going To See Harry Sunday Happiness 
0, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
0,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g
0, didn't go out last night I fell asleep .... I Suck (not literally)
1," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS"
0,"    Not feeling it today     And to make matters worst its super nasty and rainy outside, YUCK!"
0,    wompppp wompp
0,   fuck sake. Why can things never work out for me?
0, about school....... it will all be over soon can't wait to celebrate            STRES till then
0," .. watching tv , bed, shopping w. mom, out w. trent hopefully, i need my best friend"
0,   Tell those girls your clocking out lol
1," @Savage_Death55 I am super emo about stupid stuff rn, and SG is making me feel better. :p"
1, @cybervenus http://twitpic.com/75kwb ~ LOL LuV IT! &gt;&gt; http://twitpic.com/75hsg Did any1 find or c 1? #a.. http://bit.ly/mUMFh
1, @SRenaeNae... What is 'FML'
0, canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss
1, à¸”à¸¹à¹?à¸šà¹„à¸•à¹‹ hitech
0, another 45 mins....
0,     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*
1," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child..."
0,   Awwwwwh  i wanted Aiden Davis 2 WIN  i &lt;3 him so bummed he didnt 
1, &quot;Will Diggâ€™s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )
0,  you'll always be my one and only...  [12*23*2007]
0, (mood i am in)
0, don't wanna go to work
0,  no movie times for sunday!  Rats will have to plan tomorrow. I guess this means I have to work on those two  presentations I am doing!
0,   I am going to shed tears if the Cavs have to go home tonight. Like seriously
0,  in cab headed to the airport!  going home.... &lt;christy&gt;
0, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
0,  #IranElection - no one realizes how deep this goes.
1,- @kaitymarine - watch E3 @MCMudkips - Will do 
1, ahh school on monday!!!! not ready
0,--  we were standing out in the pouring rain.. We were sitting on top of the world..  --   summer sucks      --
1, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD
0,    Very sad about Iran.
1," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL"
0,  I think I may be too friendly...lol... o well...
0,"  RIP, David Eddings."
1,"   man, oh man     (i should punch myself in the head, but im ok with that)"
0, Dinara lost again in Roland Garros. Why the Safins have to do it hard?
0,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit
1,  oh thank you!
